Dataset,Notes,Detectability Model,Threshold,Max Score Edges,Peptides Min Detectability,Psi1,Psi2,Spectra Error Rate,False Edges,Proteins,Peptides,Protein Edges,Proteins with Spectra,Proteins Spectra Paths,Target Proteins,Target Proteins associated Spectra,Target Proteins with Spectra,Decoy Proteins,Decoy Proteins associated Spectra,Decoy Proteins with Spectra,Identifiable Proteins Ratio,Score Edges,Peptides with Spectra,True Positives,False Positives,True Negatives,False Negatives,Accuracy,Specificity,Sensitivity,False Negatives Rate,Positive Predictive Value,Negative Predictive Value
test_synth2,,1,,,0.0,1,10,0.0,1,24629,34491,483101,16451,107147,195,33485,194,24434,73662,16257,0.007980682655316363,64694,34491,182,26,24408,13,0.9984165008729546,0.9989359089792912,0.9333333333333333,0.06666666666666665,0.875,0.9994676712665329
test_synth2,,1,,,0.0,1,10,0.2,1,24629,33845,483101,16073,88800,195,31750,195,24434,57050,15878,0.007980682655316363,62820,33845,184,57,24377,11,0.9972390271631004,0.9976671850699844,0.9435897435897436,0.05641025641025643,0.7634854771784232,0.9995489585041823
test_synth2,,1,,,0.0,1,10,0.4,1,24629,26561,483101,14151,77555,198,23523,197,24431,54032,13954,0.00810445745159838,46380,26561,187,50,24381,11,0.9975232449551342,0.9979534198354549,0.9444444444444444,0.05555555555555558,0.7890295358649789,0.9995490324696622
test_synth2,,1,,,0.0,1,10,0.6,1,24629,18589,483101,11554,46846,197,15826,196,24432,31020,11358,0.008063195808775377,31356,18589,180,42,24390,17,0.9976044500385725,0.9982809430255403,0.9137055837563451,0.08629441624365486,0.8108108108108109,0.9993034785102635
test_synth2,,1,,,0.0,1,10,0.8,1,24629,13131,483101,8664,29574,197,10310,197,24432,19264,8467,0.008063195808775377,20190,13131,154,29,24403,43,0.997076616996224,0.9988130320890635,0.7817258883248731,0.2182741116751269,0.8415300546448088,0.9982410210259347
test_synth2,,1,,,0.0,1,10,0.9,1,24629,6041,483101,4938,13324,196,4650,191,24433,8674,4747,0.008021937543486268,9118,6041,59,13,24420,137,0.9939096187421332,0.9994679327139524,0.3010204081632653,0.6989795918367347,0.8194444444444444,0.9944211426477175
test_synth2,,1,,,0.0,1,10,0.95,1,24629,6041,483101,4938,13324,196,4650,191,24433,8674,4747,0.008021937543486268,9118,6041,59,13,24420,137,0.9939096187421332,0.9994679327139524,0.3010204081632653,0.6989795918367347,0.8194444444444444,0.9944211426477175
test_synth3,,1,,,0.0,1,10,0.0,1,24629,37956,483101,17108,134627,199,37135,199,24430,97492,16909,0.008145722472370037,71860,37956,188,28,24402,11,0.9984165008729546,0.9988538681948425,0.9447236180904522,0.055276381909547756,0.8703703703703703,0.9995494203907754
test_synth3,,1,,,0.0,1,10,0.2,1,24629,29556,483101,15301,78500,199,27253,199,24430,51247,15102,0.008145722472370037,54006,29556,191,41,24389,8,0.9980104754557635,0.9983217355710192,0.9597989949748744,0.04020100502512558,0.8232758620689655,0.9996720908308399
test_synth3,,1,,,0.0,1,10,0.4,1,24629,26387,483101,14224,70457,195,23904,195,24434,46553,14029,0.007980682655316363,46866,26387,180,49,24385,15,0.9974014373299769,0.997994597691741,0.9230769230769231,0.07692307692307687,0.7860262008733624,0.9993852459016394
test_synth3,,1,,,0.0,1,10,0.6,1,24629,19280,483101,11863,48173,197,17263,197,24432,30910,11666,0.008063195808775377,32776,19280,175,38,24394,22,0.9975638474968533,0.9984446627373936,0.8883248730964467,0.1116751269035533,0.8215962441314554,0.9990989515072084
test_synth3,,1,,,0.0,1,10,0.8,1,24629,11587,483101,8187,25127,196,9164,194,24433,15963,7993,0.008021937543486268,17878,11587,160,28,24405,36,0.9974014373299769,0.9988540089223591,0.8163265306122449,0.18367346938775508,0.851063829787234,0.9985270651773659
test_synth3,,1,,,0.0,1,10,0.9,1,24629,7452,483101,5841,19953,197,5865,197,24432,14088,5644,0.008063195808775377,11582,7452,46,18,24414,151,0.9931381704494702,0.9992632612966601,0.233502538071066,0.766497461928934,0.71875,0.9938530429472827
test_synth3,,1,,,0.0,1,10,0.95,1,24629,7452,483101,5841,19953,197,5865,197,24432,14088,5644,0.008063195808775377,11582,7452,46,18,24414,151,0.9931381704494702,0.9992632612966601,0.233502538071066,0.766497461928934,0.71875,0.9938530429472827
test_synth4,,1,,,0.0,1,10,0.0,1,24629,32540,483101,15911,86957,194,30920,194,24435,56037,15717,0.007939431143851034,60922,32540,190,11,24424,4,0.9993909618742133,0.9995498260691631,0.979381443298969,0.020618556701030966,0.945273631840796,0.9998362534796136
test_synth4,,1,,,0.0,1,10,0.2,1,24629,38299,483101,16989,102624,196,36404,195,24433,66220,16794,0.008021937543486268,71254,38299,180,71,24362,16,0.9964675788704372,0.9970940940531249,0.9183673469387755,0.08163265306122447,0.7171314741035857,0.9993436705226023
test_synth4,,1,,,0.0,1,10,0.4,1,24629,24052,483101,13446,60761,198,21224,198,24431,39537,13248,0.00810445745159838,42054,24052,182,45,24386,16,0.9975232449551342,0.9981580778519095,0.9191919191919192,0.08080808080808077,0.801762114537445,0.9993443160396689
test_synth4,,1,,,0.0,1,10,0.6,1,24629,18647,483101,11457,52631,196,16080,196,24433,36551,11261,0.008021937543486268,31136,18647,172,45,24388,24,0.9971984246213813,0.99815822862522,0.8775510204081632,0.12244897959183676,0.7926267281105991,0.9990168769457644
test_synth4,,1,,,0.0,1,10,0.8,1,24629,12913,483101,8605,27269,194,10030,193,24435,17239,8412,0.007939431143851034,19848,12913,156,34,24401,38,0.997076616996224,0.9986085533046859,0.8041237113402062,0.19587628865979378,0.8210526315789474,0.998445108228651
test_synth4,,1,,,0.0,1,10,0.9,1,24629,6700,483101,5343,14296,198,5368,191,24431,8928,5152,0.00810445745159838,10270,6700,61,13,24418,137,0.9939096187421332,0.9994678891572183,0.30808080808080807,0.6919191919191919,0.8243243243243243,0.9944206882508654
test_synth4,,1,,,0.0,1,10,0.95,1,24629,6700,483101,5343,14296,198,5368,191,24431,8928,5152,0.00810445745159838,10270,6700,61,13,24418,137,0.9939096187421332,0.9994678891572183,0.30808080808080807,0.6919191919191919,0.8243243243243243,0.9944206882508654
test_synth5,,1,,,0.0,1,10,0.0,1,24629,38718,483101,17136,96179,198,37267,197,24431,58912,16939,0.00810445745159838,73280,38718,188,35,24396,10,0.99817288562264,0.9985673938848185,0.9494949494949495,0.0505050505050505,0.8430493273542601,0.9995902646890109
test_synth5,,1,,,0.0,1,10,0.2,1,24629,33060,483101,15902,83446,195,30932,194,24434,52514,15708,0.007980682655316363,61204,33060,183,43,24391,12,0.9977668602054489,0.9982401571580585,0.9384615384615385,0.06153846153846154,0.8097345132743363,0.999508257181494
test_synth5,,1,,,0.0,1,10,0.4,1,24629,24745,483101,13642,60038,195,22255,195,24434,37783,13447,0.007980682655316363,44076,24745,184,38,24396,11,0.9980104754557635,0.9984447900466563,0.9435897435897436,0.05641025641025643,0.8288288288288288,0.9995493096242881
test_synth5,,1,,,0.0,1,10,0.6,1,24629,20294,483101,12048,61146,199,17256,197,24430,43890,11851,0.008145722472370037,34082,20294,181,40,24390,18,0.9976450525802916,0.9983626688497749,0.9095477386934674,0.09045226130653261,0.8190045248868778,0.9992625368731564
test_synth5,,1,,,0.0,1,10,0.8,1,24629,12446,483101,8429,37021,199,10194,197,24430,26827,8232,0.008145722472370037,19016,12446,160,39,24391,39,0.9968330017459093,0.9984036021285305,0.8040201005025126,0.1959798994974874,0.8040201005025126,0.9984036021285305
test_synth5,,1,,,0.0,1,10,0.9,1,24629,6877,483101,5581,17876,193,5428,188,24436,12448,5393,0.007898183008675725,10712,6877,59,22,24414,134,0.9936660034918186,0.999099688983467,0.30569948186528495,0.694300518134715,0.7283950617283951,0.9945413068274401
test_synth5,,1,,,0.0,1,10,0.95,1,24629,6877,483101,5581,17876,193,5428,188,24436,12448,5393,0.007898183008675725,10712,6877,59,22,24414,134,0.9936660034918186,0.999099688983467,0.30569948186528495,0.694300518134715,0.7283950617283951,0.9945413068274401
test_synth1,,1,,,0.8,1,10,0.0,1,24443,37081,386606,16866,104866,198,33528,198,24245,71338,16668,0.008166632295318622,72330,37081,186,59,24186,12,0.9970952829030806,0.9975665085584656,0.9393939393939394,0.06060606060606055,0.7591836734693878,0.9995040912472105
test_synth1,,1,,,0.8,1,10,0.2,1,24443,29107,386606,15084,81243,195,24367,195,24248,56876,14889,0.00804190036291653,55066,29107,178,80,24168,17,0.9960315836844904,0.9967007588254702,0.9128205128205128,0.0871794871794872,0.689922480620155,0.9992970849700228
test_synth1,,1,,,0.8,1,10,0.4,1,24443,26318,386606,14239,78578,195,20188,195,24248,58390,14044,0.00804190036291653,48524,26318,182,79,24169,13,0.996236141226527,0.9967419993401517,0.9333333333333333,0.06666666666666665,0.6973180076628352,0.9994624100570673
test_synth1,,1,,,0.8,1,10,0.6,1,24443,18662,386606,11694,46926,195,12666,194,24248,34260,11500,0.00804190036291653,32894,18662,176,74,24174,19,0.9961952297181197,0.9969482019135599,0.9025641025641026,0.09743589743589742,0.704,0.9992146488653743
test_synth1,,1,,,0.8,1,10,0.8,1,24443,12108,386606,8298,24257,196,6203,195,24247,18054,8103,0.0080834742442364,19700,12108,163,57,24190,33,0.9963179642433416,0.9976491937146863,0.8316326530612245,0.16836734693877553,0.740909090909091,0.998637658423812
test_synth1,,1,,,0.8,1,10,0.9,1,24443,6435,386606,5302,12195,197,1711,179,24246,10484,5123,0.008125051554895653,10534,6435,69,31,24215,128,0.9934950701632369,0.9987214385878083,0.350253807106599,0.649746192893401,0.69,0.9947418148954524
test_synth1,,1,,,0.8,1,10,0.95,1,24443,6435,386606,5302,12195,197,1711,179,24246,10484,5123,0.008125051554895653,10534,6435,69,31,24215,128,0.9934950701632369,0.9987214385878083,0.350253807106599,0.649746192893401,0.69,0.9947418148954524
test_synth2,,1,,,0.8,1,10,0.0,1,24443,38434,386606,17060,102251,198,33843,198,24245,68408,16862,0.008166632295318622,75146,38434,186,69,24176,12,0.9966861678190075,0.9971540523819344,0.9393939393939394,0.06060606060606055,0.7294117647058823,0.9995038862245742
test_synth2,,1,,,0.8,1,10,0.2,1,24443,31684,386606,15619,84270,191,26661,191,24252,57609,15428,0.007875639122546595,60352,31684,178,82,24170,13,0.9961134067013051,0.9966188355599538,0.9319371727748691,0.0680628272251309,0.6846153846153846,0.9994624322871438
test_synth2,,1,,,0.8,1,10,0.4,1,24443,25373,386606,14078,62761,195,19695,195,24248,43066,13883,0.00804190036291653,46674,25373,188,80,24168,7,0.9964406987685636,0.9967007588254702,0.9641025641025641,0.03589743589743588,0.7014925373134329,0.9997104446742503
test_synth2,,1,,,0.8,1,10,0.6,1,24443,18794,386606,11677,48045,196,12973,193,24247,35072,11484,0.0080834742442364,32750,18794,172,86,24161,24,0.9954997340751953,0.9964531694642637,0.8775510204081632,0.12244897959183676,0.6666666666666666,0.9990076493694439
test_synth2,,1,,,0.8,1,10,0.8,1,24443,13109,386606,8944,26666,197,6644,196,24246,20022,8748,0.008125051554895653,21264,13109,161,56,24190,36,0.996236141226527,0.9976903406747505,0.817258883248731,0.18274111675126903,0.7419354838709677,0.9985139932304136
test_synth2,,1,,,0.8,1,10,0.9,1,24443,6354,386606,5368,13444,193,1659,179,24250,11785,5189,0.007958762886597939,10426,6354,61,34,24216,132,0.9932086896043857,0.9985979381443298,0.3160621761658031,0.6839378238341969,0.6421052631578947,0.9945786101527846
test_synth2,,1,,,0.8,1,10,0.95,1,24443,6354,386606,5368,13444,193,1659,179,24250,11785,5189,0.007958762886597939,10426,6354,61,34,24216,132,0.9932086896043857,0.9985979381443298,0.3160621761658031,0.6839378238341969,0.6421052631578947,0.9945786101527846
test_synth3,,1,,,0.8,1,10,0.0,1,24443,33470,386606,16076,102306,199,29148,199,24244,73158,15877,0.008208216465929714,64838,33470,188,58,24186,11,0.9971771059198953,0.9976076555023924,0.9447236180904522,0.055276381909547756,0.7642276422764228,0.9995453981898582
test_synth3,,1,,,0.8,1,10,0.2,1,24443,32721,386606,15977,93213,195,27828,195,24248,65385,15782,0.00804190036291653,62548,32721,179,98,24150,16,0.9953360880415661,0.995958429561201,0.9179487179487179,0.08205128205128209,0.6462093862815884,0.9993379127700075
test_synth3,,1,,,0.8,1,10,0.4,1,24443,24169,386606,13700,62871,195,18832,195,24248,44039,13505,0.00804190036291653,44514,24169,182,82,24166,13,0.9961134067013051,0.9966182777961069,0.9333333333333333,0.06666666666666665,0.6893939393939394,0.9994623433558046
test_synth3,,1,,,0.8,1,10,0.6,1,24443,18460,386606,11475,43261,195,12743,194,24248,30518,11281,0.00804190036291653,32336,18460,176,77,24171,19,0.9960724951928978,0.996824480369515,0.9025641025641026,0.09743589743589742,0.6956521739130435,0.9992145514675486
test_synth3,,1,,,0.8,1,10,0.8,1,24443,11241,386606,8193,24288,193,5551,190,24250,18737,8003,0.007958762886597939,18250,11241,155,40,24210,38,0.9968089023442295,0.9983505154639175,0.8031088082901554,0.1968911917098446,0.7948717948717948,0.9984328604420983
test_synth3,,1,,,0.8,1,10,0.9,1,24443,6363,386606,5498,12634,192,1603,176,24251,11031,5322,0.007917199290750897,10518,6363,71,35,24216,121,0.9936178046884588,0.9985567605459569,0.3697916666666667,0.6302083333333333,0.6698113207547169,0.9950281464436865
test_synth3,,1,,,0.8,1,10,0.95,1,24443,6363,386606,5498,12634,192,1603,176,24251,11031,5322,0.007917199290750897,10518,6363,71,35,24216,121,0.9936178046884588,0.9985567605459569,0.3697916666666667,0.6302083333333333,0.6698113207547169,0.9950281464436865
test_synth4,,1,,,0.8,1,10,0.0,1,24443,32407,386606,15784,79013,195,28137,195,24248,50876,15589,0.00804190036291653,62312,32407,185,44,24204,10,0.997790778546005,0.9981854173540086,0.9487179487179487,0.05128205128205132,0.8078602620087336,0.9995870157759974
test_synth4,,1,,,0.8,1,10,0.2,1,24443,31715,386606,15749,104832,193,26560,193,24250,78272,15556,0.007958762886597939,60226,31715,176,90,24160,17,0.9956224686004173,0.9962886597938144,0.9119170984455959,0.08808290155440412,0.6616541353383458,0.9992968523803615
test_synth4,,1,,,0.8,1,10,0.4,1,24443,25046,386606,13803,58656,197,19142,197,24246,39514,13606,0.008125051554895653,45668,25046,186,74,24172,11,0.9965225217853783,0.9969479501773488,0.9441624365482234,0.055837563451776595,0.7153846153846154,0.9995451350121987
test_synth4,,1,,,0.8,1,10,0.6,1,24443,19299,386606,11731,44873,193,13140,191,24250,31733,11540,0.007958762886597939,33744,19299,180,66,24184,13,0.9967679908358221,0.9972783505154639,0.9326424870466321,0.06735751295336789,0.7317073170731707,0.9994627433152871
test_synth4,,1,,,0.8,1,10,0.8,1,24443,12258,386606,8526,29288,197,6355,193,24246,22933,8333,0.008125051554895653,20028,12258,164,59,24187,33,0.996236141226527,0.9975666089251836,0.8324873096446701,0.1675126903553299,0.7354260089686099,0.9986374896779521
test_synth4,,1,,,0.8,1,10,0.9,1,24443,5708,386606,4900,11411,191,1340,172,24252,10071,4728,0.007875639122546595,9546,5708,52,34,24218,139,0.9929223090455345,0.9985980537687613,0.27225130890052357,0.7277486910994764,0.6046511627906976,0.9942932216611241
test_synth4,,1,,,0.8,1,10,0.95,1,24443,5708,386606,4900,11411,191,1340,172,24252,10071,4728,0.007875639122546595,9546,5708,52,34,24218,139,0.9929223090455345,0.9985980537687613,0.27225130890052357,0.7277486910994764,0.6046511627906976,0.9942932216611241
test_synth5,,1,,,0.8,1,10,0.0,1,24443,36796,386606,16762,123107,198,32912,198,24245,90195,16564,0.008166632295318622,71434,36796,184,60,24185,14,0.9969725483778586,0.9975252629408126,0.9292929292929293,0.07070707070707072,0.7540983606557377,0.9994214636968469
test_synth5,,1,,,0.8,1,10,0.2,1,24443,29604,386606,15235,77302,196,24867,194,24247,52435,15041,0.0080834742442364,56272,29604,181,72,24175,15,0.9964406987685636,0.9970305604817091,0.923469387755102,0.07653061224489799,0.7154150197628458,0.9993799090533279
test_synth5,,1,,,0.8,1,10,0.4,1,24443,24272,386606,13586,80580,197,18706,197,24246,61874,13389,0.008125051554895653,44250,24272,184,81,24165,13,0.9961543182097123,0.9966592427616926,0.934010152284264,0.06598984771573602,0.6943396226415094,0.9994623211183721
test_synth5,,1,,,0.8,1,10,0.6,1,24443,18097,386606,11367,39704,196,12387,195,24247,27317,11172,0.0080834742442364,31404,18097,184,63,24184,12,0.9969316368694514,0.9974017404214954,0.9387755102040817,0.061224489795918324,0.7449392712550608,0.9995040502562407
test_synth5,,1,,,0.8,1,10,0.8,1,24443,11282,386606,7989,23971,195,5812,192,24248,18159,7797,0.00804190036291653,18494,11282,149,55,24193,46,0.9958679376508612,0.9977317716925107,0.764102564102564,0.23589743589743595,0.7303921568627451,0.9981022319402616
test_synth5,,1,,,0.8,1,10,0.9,1,24443,7003,386606,5840,13592,196,5841,179,24247,7751,5661,0.0080834742442364,11598,7003,58,30,24217,138,0.9931268665875711,0.9987627335340454,0.29591836734693877,0.7040816326530612,0.6590909090909091,0.9943338123588585
test_synth5,,1,,,0.8,1,10,0.95,1,24443,7003,386606,5840,13592,196,5841,179,24247,7751,5661,0.0080834742442364,11598,7003,58,30,24217,138,0.9931268665875711,0.9987627335340454,0.29591836734693877,0.7040816326530612,0.6590909090909091,0.9943338123588585
test_synth1,,1,,,0.9,1,10,0.0,1,24267,36007,330570,16609,92012,192,28604,192,24075,63408,16417,0.007975077881619937,71590,36007,184,87,23988,8,0.9960852186096345,0.996386292834891,0.9583333333333334,0.04166666666666663,0.6789667896678967,0.9996666111018503
test_synth1,,1,,,0.9,1,10,0.2,1,24267,30245,330570,15434,77882,196,21819,196,24071,56063,15238,0.008142578206140168,58010,30245,183,140,23931,13,0.9936951415502534,0.9941838727098998,0.9336734693877551,0.06632653061224492,0.56656346749226,0.9994570664884731
test_synth1,,1,,,0.9,1,10,0.4,1,24267,21014,330570,12537,46548,195,13708,194,24072,32840,12343,0.008100697906281156,38728,21014,187,91,23981,8,0.9959203857089876,0.9962196743104021,0.958974358974359,0.04102564102564099,0.6726618705035972,0.9996665138188336
test_synth1,,1,,,0.9,1,10,0.6,1,24267,18982,330570,11789,46262,197,11932,195,24070,34330,11594,0.008184461985874532,34028,18982,181,93,23977,16,0.9955083034573701,0.9961362692147901,0.9187817258883249,0.08121827411167515,0.6605839416058394,0.9993331388321594
test_synth1,,1,,,0.9,1,10,0.8,1,24267,10859,330570,7998,26023,196,5166,194,24071,20857,7804,0.008142578206140168,17920,10859,153,65,24006,43,0.9955495116825318,0.9972996551867392,0.7806122448979592,0.21938775510204078,0.7018348623853211,0.9982119838662731
test_synth1,,1,,,0.9,1,10,0.9,1,24267,5395,330570,4767,10954,195,1314,180,24072,9640,4587,0.008100697906281156,9018,5395,51,45,24027,144,0.9922116454444307,0.9981306081754736,0.26153846153846155,0.7384615384615385,0.53125,0.9940424475611269
test_synth1,,1,,,0.9,1,10,0.95,1,24267,5395,330570,4767,10954,195,1314,180,24072,9640,4587,0.008100697906281156,9018,5395,51,45,24027,144,0.9922116454444307,0.9981306081754736,0.26153846153846155,0.7384615384615385,0.53125,0.9940424475611269
test_synth2,,1,,,0.9,1,10,0.0,1,24267,31588,330570,15814,84097,186,26713,186,24081,57384,15628,0.007723931730409867,62104,31588,172,92,23989,14,0.9956319281328553,0.9961795606494747,0.9247311827956989,0.07526881720430112,0.6515151515151515,0.9994167395742198
test_synth2,,1,,,0.9,1,10,0.2,1,24267,29362,330570,15220,74266,196,21750,196,24071,52516,15024,0.008142578206140168,56872,29362,183,122,23949,13,0.9944368896031648,0.9949316605043413,0.9336734693877551,0.06632653061224492,0.6,0.9994574743343627
test_synth2,,1,,,0.9,1,10,0.4,1,24267,22578,330570,13155,57084,192,15620,192,24075,41464,12963,0.007975077881619937,41770,22578,178,114,23961,14,0.994725347179297,0.9952647975077882,0.9270833333333334,0.07291666666666663,0.6095890410958904,0.9994160583941606
test_synth2,,1,,,0.9,1,10,0.6,1,24267,16431,330570,10871,37845,195,10310,194,24072,27535,10677,0.008100697906281156,29348,16431,174,103,23969,21,0.994890180079944,0.9957211698238617,0.8923076923076924,0.10769230769230764,0.628158844765343,0.9991246352646936
test_synth2,,1,,,0.9,1,10,0.8,1,24267,10111,330570,7646,22679,197,4785,195,24070,17894,7451,0.008184461985874532,16828,10111,149,76,23994,48,0.994890180079944,0.9968425425841296,0.7563451776649747,0.24365482233502533,0.6622222222222223,0.9980034938857
test_synth2,,1,,,0.9,1,10,0.9,1,24267,6147,330570,5393,12108,189,1283,165,24078,10825,5228,0.007849489160229255,10538,6147,46,42,24036,143,0.9923764783450777,0.9982556690755046,0.24338624338624337,0.7566137566137566,0.5227272727272727,0.9940857769138509
test_synth2,,1,,,0.9,1,10,0.95,1,24267,6147,330570,5393,12108,189,1283,165,24078,10825,5228,0.007849489160229255,10538,6147,46,42,24036,143,0.9923764783450777,0.9982556690755046,0.24338624338624337,0.7566137566137566,0.5227272727272727,0.9940857769138509
test_synth3,,1,,,0.9,1,10,0.0,1,24267,32783,330570,16087,106809,190,25829,190,24077,80980,15897,0.007891348589940608,64614,32783,177,92,23985,13,0.995673136358017,0.9961789259459235,0.9315789473684211,0.06842105263157894,0.6579925650557621,0.9994582881906826
test_synth3,,1,,,0.9,1,10,0.2,1,24267,26707,330570,14451,69792,196,19668,196,24071,50124,14255,0.008142578206140168,51178,26707,178,102,23969,18,0.995055012980591,0.9957625358314984,0.9081632653061225,0.09183673469387754,0.6357142857142857,0.9992495935298287
test_synth3,,1,,,0.9,1,10,0.4,1,24267,27208,330570,14396,64377,194,19022,194,24073,45355,14202,0.00805882108586383,51266,27208,180,127,23946,14,0.9941896402521944,0.9947243800108004,0.9278350515463918,0.07216494845360821,0.5863192182410424,0.999415692821369
test_synth3,,1,,,0.9,1,10,0.6,1,24267,17901,330570,11446,38130,197,10818,197,24070,27312,11249,0.008184461985874532,31902,17901,180,84,23986,17,0.9958379692586641,0.996510178645617,0.9137055837563451,0.08629441624365486,0.6818181818181818,0.999291755197267
test_synth3,,1,,,0.9,1,10,0.8,1,24267,11863,330570,8612,26695,193,5579,189,24074,21116,8423,0.008016947744454599,20132,11863,158,75,23999,35,0.9954670952322083,0.9968846057987871,0.8186528497409327,0.18134715025906734,0.6781115879828327,0.9985437297162353
test_synth3,,1,,,0.9,1,10,0.9,1,24267,5149,330570,4545,10845,196,4379,161,24071,6466,4384,0.008142578206140168,8616,5149,53,38,24033,143,0.9925413112457246,0.9984213368784014,0.27040816326530615,0.7295918367346939,0.5824175824175825,0.9940850430178689
test_synth3,,1,,,0.9,1,10,0.95,1,24267,5149,330570,4545,10845,196,4379,161,24071,6466,4384,0.008142578206140168,8616,5149,53,38,24033,143,0.9925413112457246,0.9984213368784014,0.27040816326530615,0.7295918367346939,0.5824175824175825,0.9940850430178689
test_synth4,,1,,,0.9,1,10,0.0,1,24267,36697,330570,16686,104024,195,29319,195,24072,74705,16491,0.008100697906281156,73244,36697,184,98,23974,11,0.9955083034573701,0.9959288800265869,0.9435897435897436,0.05641025641025643,0.6524822695035462,0.9995413800291849
test_synth4,,1,,,0.9,1,10,0.2,1,24267,27253,330570,14556,66872,200,19564,199,24067,47308,14357,0.00831013420866747,52150,27253,190,127,23940,10,0.9943544731528413,0.9947230647774962,0.95,0.050000000000000044,0.5993690851735016,0.9995824634655532
test_synth4,,1,,,0.9,1,10,0.4,1,24267,23031,330570,13288,62825,197,15695,196,24070,47130,13092,0.008184461985874532,43178,23031,187,104,23966,10,0.9953022623315614,0.9956792687993353,0.949238578680203,0.050761421319796995,0.6426116838487973,0.999582916249583
test_synth4,,1,,,0.9,1,10,0.6,1,24267,17803,330570,11474,50643,194,10681,191,24073,39962,11283,0.00805882108586383,31938,17803,177,94,23979,17,0.9954258870070466,0.9960952104016948,0.9123711340206185,0.08762886597938147,0.6531365313653137,0.9992915485914319
test_synth4,,1,,,0.9,1,10,0.8,1,24267,12077,330570,8739,28105,194,5478,192,24073,22627,8547,0.00805882108586383,20408,12077,155,70,24003,39,0.9955083034573701,0.997092177958709,0.7989690721649485,0.2010309278350515,0.6888888888888889,0.9983778387821313
test_synth4,,1,,,0.9,1,10,0.9,1,24267,6138,330570,5333,11961,192,1437,174,24075,10524,5159,0.007975077881619937,10378,6138,62,42,24033,130,0.9929121852721803,0.9982554517133957,0.3229166666666667,0.6770833333333333,0.5961538461538461,0.994619873360096
test_synth4,,1,,,0.9,1,10,0.95,1,24267,6138,330570,5333,11961,192,1437,174,24075,10524,5159,0.007975077881619937,10378,6138,62,42,24033,130,0.9929121852721803,0.9982554517133957,0.3229166666666667,0.6770833333333333,0.5961538461538461,0.994619873360096
test_synth5,,1,,,0.9,1,10,0.0,1,24267,37277,330570,16857,104407,197,29174,197,24070,75233,16660,0.008184461985874532,74332,37277,186,118,23952,11,0.9946841389541352,0.9950976319069381,0.9441624365482234,0.055837563451776595,0.6118421052631579,0.9995409589784251
test_synth5,,1,,,0.9,1,10,0.2,1,24267,29361,330570,15235,73941,193,21363,193,24074,52578,15042,0.008016947744454599,56558,29361,172,156,23918,21,0.9927061441463716,0.9935199800614771,0.8911917098445595,0.10880829015544047,0.524390243902439,0.9991227703747023
test_synth5,,1,,,0.9,1,10,0.4,1,24267,21679,330570,12871,53722,193,14646,191,24074,39076,12680,0.008016947744454599,40072,21679,174,106,23968,19,0.9948489718547822,0.9955969095289524,0.9015544041450777,0.0984455958549223,0.6214285714285714,0.9992079042814858
test_synth5,,1,,,0.9,1,10,0.6,1,24267,17660,330570,11425,45382,195,10641,195,24072,34741,11230,0.008100697906281156,31734,17660,173,99,23973,22,0.9950138047554292,0.9958873379860419,0.8871794871794871,0.11282051282051286,0.6360294117647058,0.9990831423213169
test_synth5,,1,,,0.9,1,10,0.8,1,24267,13026,330570,9193,28077,191,6140,185,24076,21937,9008,0.0079332114969264,22024,13026,150,63,24013,41,0.9957143445831788,0.9973832862601761,0.7853403141361257,0.2146596858638743,0.704225352112676,0.9982955017876445
test_synth5,,1,,,0.9,1,10,0.9,1,24267,6276,330570,5530,12694,192,1324,160,24075,11370,5370,0.007975077881619937,10804,6276,70,44,24031,122,0.9931594346231508,0.9981723779854621,0.3645833333333333,0.6354166666666667,0.6140350877192983,0.9949488676354904
test_synth5,,1,,,0.9,1,10,0.95,1,24267,6276,330570,5530,12694,192,1324,160,24075,11370,5370,0.007975077881619937,10804,6276,70,44,24031,122,0.9931594346231508,0.9981723779854621,0.3645833333333333,0.6354166666666667,0.6140350877192983,0.9949488676354904
