Dataset,Notes,Detectability Model,Threshold,Max Score Edges,Peptides Min Detectability,Psi1,Psi2,Spectra Error Rate,False Edges,Proteins,Peptides,Protein Edges,Proteins with Spectra,Proteins Spectra Paths,Target Proteins,Target Proteins associated Spectra,Target Proteins with Spectra,Decoy Proteins,Decoy Proteins associated Spectra,Decoy Proteins with Spectra,Identifiable Proteins Ratio,Score Edges,Peptides with Spectra,True Positives,False Positives,True Negatives,False Negatives,Accuracy,Specificity,Sensitivity,False Negatives Rate,Positive Predictive Value,Negative Predictive Value
old_tests,,1,,,0.0,1,10,0.4,2,24629,44352,483101,18099,86608,199,22702,199,24430,63906,17900,0.00814572247237,64929,44352,188,77,24353,11,0.996426976328718,0.9968481375358166,0.9447236180904522,0.0552763819095477,0.7094339622641509,0.9995485142012804
old_tests,,1,,,0.0,1,10,0.4,2,24629,42208,483101,17778,83774,196,21072,196,24433,62702,17582,0.0080219375434862,61587,42208,179,79,24354,17,0.9961021559949652,0.9967666680309416,0.9132653061224488,0.086734693877551,0.6937984496124031,0.9993024496327604
test_synth1,,2,,,0.0,1,10,0.0,1,24629,36481,539041,17167,122018,195,35818,195,24434,86200,16972,0.0079806826553163,67750,36481,179,39,24395,16,0.9977668602054488,0.9984038634689368,0.917948717948718,0.082051282051282,0.8211009174311926,0.999344557781328
test_synth2,,2,,,0.0,1,10,0.0,1,24629,33851,539041,16621,93165,198,31848,198,24431,61317,16423,0.0081044574515983,62578,33851,183,33,24398,15,0.9980510779974826,0.9986492570914004,0.9242424242424242,0.0757575757575758,0.8472222222222222,0.9993855732601484
test_synth3,,2,,,0.0,1,10,0.0,1,24629,33503,539041,16472,89842,195,32097,195,24434,57745,16277,0.0079806826553163,61140,33503,182,29,24405,13,0.9982946932477972,0.9988131292461324,0.9333333333333332,0.0666666666666666,0.8625592417061612,0.9994676058645262
test_synth4,,2,,,0.0,1,10,0.0,1,24629,30814,539041,15801,82307,197,28780,197,24432,53527,15604,0.0080631958087753,56066,30814,189,12,24420,8,0.9991879491656178,0.99950884086444,0.9593908629441624,0.0406091370558375,0.9402985074626866,0.9996725069592272
test_synth5,,2,,,0.0,1,10,0.0,1,24629,32686,539041,16314,92431,192,30173,192,24437,62258,16122,0.0078569382493759,59790,32686,183,28,24409,9,0.9984977059563928,0.9988541965052994,0.953125,0.046875,0.8672985781990521,0.999631419444672
test_synth1,,2,,,0.0,1,10,0.4,1,24629,28697,539041,14998,67547,194,25520,194,24435,42027,14804,0.007939431143851,50522,28697,180,26,24409,14,0.9983758983312356,0.9989359525271128,0.9278350515463918,0.0721649484536082,0.8737864077669902,0.999426769848094
test_synth2,,2,,,0.0,1,10,0.4,1,24629,27331,539041,14602,66890,195,24124,195,24434,42766,14407,0.0079806826553163,47784,27331,186,25,24409,9,0.9986195135815502,0.9989768355570108,0.953846153846154,0.0461538461538461,0.8815165876777251,0.999631419444672
test_synth3,,2,,,0.0,1,10,0.4,1,24629,23456,539041,13474,61513,196,20644,195,24433,40869,13279,0.0080219375434862,40496,23456,179,24,24409,17,0.9983352957895164,0.9990177219334506,0.9132653061224488,0.086734693877551,0.8817733990147784,0.9993040203062312
test_synth4,,2,,,0.0,1,10,0.4,1,24629,31446,539041,15651,77011,199,28191,199,24430,48820,15452,0.00814572247237,55754,31446,185,25,24405,14,0.9984165008729546,0.9989766680311092,0.9296482412060302,0.0703517587939698,0.8809523809523809,0.999426675949056
test_synth5,,2,,,0.0,1,10,0.4,1,24629,25539,539041,14149,63005,198,22643,198,24431,40362,13951,0.0081044574515983,44666,25539,180,27,24404,18,0.99817288562264,0.9988948467111456,0.9090909090909092,0.0909090909090909,0.8695652173913043,0.9992629596265662
test_synth1,,2,,,0.0,1,10,0.8,1,24629,16543,539041,10786,54572,196,13602,196,24433,40970,10590,0.0080219375434862,26950,16543,161,22,24411,35,0.9976856551220108,0.9990995784389964,0.8214285714285714,0.1785714285714286,0.8797814207650273,0.9985682729280864
test_synth2,,2,,,0.0,1,10,0.8,1,24629,17119,539041,11125,51099,199,14337,197,24430,36762,10928,0.00814572247237,28148,17119,159,27,24403,40,0.9972796297048196,0.998894801473598,0.7989949748743719,0.2010050251256281,0.8548387096774194,0.9983635396637074
test_synth3,,2,,,0.0,1,10,0.8,1,24629,14917,539041,10116,33786,195,12400,195,24434,21386,9921,0.0079806826553163,24436,14917,157,24,24410,38,0.9974826424134152,0.9990177621347304,0.8051282051282052,0.1948717948717948,0.8674033149171271,0.9984456806282722
test_synth4,,2,,,0.0,1,10,0.8,1,24629,17046,539041,11023,58056,198,14692,198,24431,43364,10825,0.0081044574515983,27906,17046,166,21,24410,32,0.997848065288887,0.9991404363308912,0.8383838383838383,0.1616161616161616,0.8877005347593583,0.998690778168726
test_synth5,,2,,,0.0,1,10,0.8,1,24629,17683,539041,11132,42488,199,14573,199,24430,27915,10933,0.00814572247237,28692,17683,162,23,24407,37,0.9975638474968532,0.9990585345886206,0.8140703517587939,0.185929648241206,0.8756756756756757,0.998486336115202
test_synth1,,2,,,0.0,1,10,0.9,1,24629,16390,539041,10724,39752,197,13774,197,24432,25978,10527,0.0080631958087753,27150,16390,125,24,24408,72,0.9961021559949652,0.9990176817288802,0.6345177664974619,0.365482233502538,0.8389261744966443,0.9970588235294118
test_synth2,,2,,,0.0,1,10,0.9,1,24629,14142,539041,9660,30719,196,11572,194,24433,19147,9466,0.0080219375434862,22842,14142,132,14,24419,64,0.9968330017459092,0.9994270044611796,0.673469387755102,0.326530612244898,0.9041095890410958,0.9973859412653678
test_synth3,,2,,,0.0,1,10,0.9,1,24629,13767,539041,9480,35075,197,11520,196,24432,23555,9284,0.0080631958087753,22452,13767,131,21,24411,66,0.9964675788704372,0.9991404715127702,0.6649746192893401,0.3350253807106599,0.8618421052631579,0.9973035911263636
test_synth4,,2,,,0.0,1,10,0.9,1,24629,12131,539041,8819,35229,195,10233,195,24434,24996,8624,0.0079806826553163,19902,12131,128,13,24421,67,0.996751796662471,0.9994679544896456,0.6564102564102564,0.3435897435897436,0.9078014184397164,0.9972639660241752
test_synth5,,2,,,0.0,1,10,0.9,1,24629,12495,539041,8973,45364,198,10638,196,24431,34726,8777,0.0081044574515983,20228,12495,124,12,24419,74,0.9965081814121564,0.9995088207605092,0.6262626262626263,0.3737373737373737,0.9117647058823528,0.9969787286163394
test_synth1,,2,,,0.0,1,10,1.0,1,24629,10257,539041,8304,34532,195,9759,179,24434,24773,8125,0.0079806826553163,19000,10257,4,9,24425,191,0.9918794916561776,0.999631660800524,0.0205128205128205,0.9794871794871794,0.3076923076923077,0.9922408189795257
test_synth2,,2,,,0.0,1,10,1.0,1,24629,9965,539041,8166,26752,198,9439,178,24431,17313,7988,0.0081044574515983,18564,9965,3,5,24426,195,0.9918794916561776,0.9997953419835456,0.0151515151515151,0.9848484848484848,0.375,0.992079931765566
test_synth3,,2,,,0.0,1,10,1.0,1,24629,9696,539041,8120,28772,196,9102,189,24433,19670,7931,0.0080219375434862,17872,9696,1,6,24427,195,0.9918388891144586,0.9997544304833628,0.0051020408163265,0.9948979591836736,0.1428571428571428,0.9920802534318902
test_synth4,,2,,,0.0,1,10,1.0,1,24629,8994,539041,7695,30059,197,8405,189,24432,21654,7506,0.0080631958087753,16542,8994,3,10,24422,194,0.9917170814893012,0.9995907007203668,0.015228426395939,0.9847715736040608,0.2307692307692307,0.9921189470263244
test_synth5,,2,,,0.0,1,10,1.0,1,24629,9606,539041,8000,26421,199,8918,188,24430,17503,7812,0.00814572247237,17696,9606,1,9,24421,198,0.991595273864144,0.9996316004911994,0.0050251256281407,0.9949748743718592,0.1,0.9919574312522847
test_synth1,,2,,,0.8,1,10,0.0,1,24150,36921,279062,17180,97090,193,24413,193,23957,72677,16987,0.0080561005134198,75754,36921,180,284,23673,13,0.9877018633540372,0.988145427223776,0.932642487046632,0.0673575129533678,0.3879310344827586,0.9994511525795828
test_synth2,,2,,,0.8,1,10,0.0,1,24150,35367,279062,16890,91988,196,23394,196,23954,68594,16694,0.0081823495032144,72078,35367,181,239,23715,15,0.9894824016563148,0.990022543207815,0.923469387755102,0.0765306122448979,0.430952380952381,0.9993678887484198
test_synth3,,2,,,0.8,1,10,0.0,1,24150,32377,279062,16331,88158,194,21507,194,23956,66651,16137,0.0080981799966605,65008,32377,177,219,23737,17,0.9902277432712216,0.9908582401068626,0.9123711340206184,0.0876288659793814,0.4469696969696969,0.999284331060032
test_synth4,,2,,,0.8,1,10,0.0,1,24150,30747,279062,15946,97341,194,20300,194,23956,77041,15752,0.0080981799966605,61522,30747,176,175,23781,18,0.992008281573499,0.992694940724662,0.9072164948453608,0.0927835051546391,0.5014245014245015,0.9992436657002396
test_synth5,,2,,,0.8,1,10,0.0,1,24150,34388,279062,16473,86779,191,22721,191,23959,64058,16282,0.0079719520848115,69522,34388,183,204,23755,8,0.9912215320910972,0.9914854543177928,0.9581151832460733,0.0418848167539267,0.4728682170542636,0.9996633421706014
test_synth1,,2,,,0.8,1,10,0.4,1,24150,24607,279062,14107,62066,193,13617,192,23957,48449,13915,0.0080561005134198,47880,24607,176,201,23756,17,0.9909730848861285,0.9916099678590808,0.911917098445596,0.0880829015544041,0.4668435013262599,0.9992849030412652
test_synth2,,2,,,0.8,1,10,0.4,1,24150,25608,279062,14432,76768,196,13389,196,23954,63379,14236,0.0081823495032144,49820,25608,181,218,23736,15,0.990351966873706,0.9908992235117308,0.923469387755102,0.0765306122448979,0.4536340852130325,0.9993684476443098
test_synth3,,2,,,0.8,1,10,0.4,1,24150,22706,279062,13683,55360,192,11776,192,23958,43584,13491,0.0080140245429501,43408,22706,176,202,23756,16,0.9909730848861285,0.991568578345438,0.9166666666666666,0.0833333333333333,0.4656084656084656,0.999326939256268
test_synth4,,2,,,0.8,1,10,0.4,1,24150,26214,279062,14607,71894,196,14384,195,23954,57510,14412,0.0081823495032144,51256,26214,176,219,23735,20,0.9901035196687372,0.990857476830592,0.8979591836734694,0.1020408163265306,0.4455696202531645,0.9991580719848452
test_synth5,,2,,,0.8,1,10,0.4,1,24150,25103,279062,14311,63607,196,13610,196,23954,49997,14115,0.0081823495032144,48566,25103,173,198,23756,23,0.990848861283644,0.991734157134508,0.8826530612244898,0.1173469387755101,0.4663072776280323,0.999032759998318
test_synth1,,2,,,0.8,1,10,0.8,1,24150,14220,279062,10365,31201,195,3999,192,23955,27202,10173,0.008140262993112,26088,14220,165,127,23828,30,0.9934989648033128,0.9946983928198706,0.8461538461538461,0.1538461538461538,0.565068493150685,0.9987425601475396
test_synth2,,2,,,0.8,1,10,0.8,1,24150,15025,279062,10422,37681,194,4310,193,23956,33371,10229,0.0080981799966605,27504,15025,155,157,23799,39,0.9918840579710144,0.9934463182501252,0.7989690721649485,0.2010309278350515,0.4967948717948718,0.9983639567077774
test_synth3,,2,,,0.8,1,10,0.8,1,24150,14297,279062,10141,30179,188,4008,183,23962,26171,9958,0.0078457557799849,26266,14297,144,116,23846,44,0.993374741200828,0.9951590017527752,0.7659574468085106,0.2340425531914893,0.5538461538461539,0.998158225198828
test_synth4,,2,,,0.8,1,10,0.8,1,24150,14438,279062,10073,31826,195,4395,188,23955,27431,9885,0.008140262993112,26078,14438,145,116,23839,50,0.9931262939958592,0.995157587142559,0.7435897435897436,0.2564102564102564,0.5555555555555556,0.9979069864791328
test_synth5,,2,,,0.8,1,10,0.8,1,24150,12890,279062,9605,27534,191,3633,187,23959,23901,9418,0.0079719520848115,23560,12890,148,117,23842,43,0.993374741200828,0.99511665762344,0.774869109947644,0.2251308900523559,0.5584905660377358,0.9981997069290348
test_synth1,,2,,,0.8,1,10,0.9,1,24150,12980,279062,9576,30137,194,2415,185,23956,27722,9391,0.0080981799966605,23912,12980,120,115,23841,74,0.9921739130434782,0.9951995324762064,0.6185567010309279,0.3814432989690721,0.5106382978723404,0.9969057077148232
test_synth2,,2,,,0.8,1,10,0.9,1,24150,12304,279062,9204,25549,196,2244,185,23954,23305,9019,0.0081823495032144,22556,12304,122,104,23850,74,0.9926293995859212,0.9956583451615596,0.6224489795918368,0.3775510204081632,0.5398230088495575,0.9969068717605752
test_synth3,,2,,,0.8,1,10,0.9,1,24150,12222,279062,9188,25859,197,2147,185,23953,23712,9003,0.0082244395274078,22416,12222,116,97,23856,81,0.9926293995859212,0.9959504028722916,0.5888324873096447,0.4111675126903553,0.5446009389671361,0.9966161173079332
test_synth4,,2,,,0.8,1,10,0.9,1,24150,11999,279062,9050,26866,194,2216,183,23956,24650,8867,0.0080981799966605,22054,11999,128,107,23849,66,0.9928364389233956,0.995533478043079,0.6597938144329897,0.3402061855670103,0.5446808510638298,0.9972402257997072
test_synth5,,2,,,0.8,1,10,0.9,1,24150,12774,279062,9445,26492,194,2330,182,23956,24162,9263,0.0080981799966605,23482,12774,127,120,23836,67,0.992256728778468,0.994990816496911,0.654639175257732,0.345360824742268,0.5141700404858299,0.9971970045600972
test_synth1,,2,,,0.8,1,10,1.0,1,24150,7104,279062,6528,15574,193,67,51,23957,15507,6477,0.0080561005134198,14414,7104,0,73,23884,193,0.9889855072463768,0.9969528738990692,0.0,1.0,0.0,0.9919840511691655
test_synth2,,2,,,0.8,1,10,1.0,1,24150,9640,279062,8162,21319,197,103,72,23953,21216,8090,0.0082244395274078,19662,9640,2,76,23877,195,0.9887784679089028,0.9968271197762284,0.0101522842639593,0.9898477157360406,0.0256410256410256,0.9918993020937188
test_synth3,,2,,,0.8,1,10,1.0,1,24150,9414,279062,8102,20868,197,102,68,23953,20766,8034,0.0082244395274078,19226,9414,1,90,23863,196,0.9881573498964804,0.9962426418402706,0.0050761421319796,0.9949238578680204,0.0109890109890109,0.9918533604887984
test_synth4,,2,,,0.8,1,10,1.0,1,24150,8698,279062,7481,19252,194,69,52,23956,19183,7429,0.0080981799966605,17710,8698,0,83,23873,194,0.9885300207039336,0.9965353147436968,0.0,1.0,0.0,0.9919391698175926
test_synth5,,2,,,0.8,1,10,1.0,1,24150,9632,279062,8121,21242,194,93,64,23956,21149,8057,0.0080981799966605,19628,9632,0,108,23848,194,0.9874948240165632,0.99549173484722,0.0,1.0,0.0,0.9919307877880376
test_synth1,,2,,,0.9,1,10,0.0,1,22536,28128,142344,15260,81792,175,10904,175,22361,70888,15085,0.0078261258441035,61916,28128,162,1120,21241,13,0.949724884629038,0.9499127945977373,0.9257142857142856,0.0742857142857142,0.126365054602184,0.9993883504281548
test_synth2,,2,,,0.9,1,10,0.0,1,22536,31627,142344,15926,83250,182,12132,182,22354,71118,15744,0.0081417196027556,70922,31627,167,1421,20933,15,0.9362797302094428,0.936431958486177,0.9175824175824177,0.0824175824175824,0.1051637279596977,0.9992839411877028
test_synth3,,2,,,0.9,1,10,0.0,1,22536,25507,142344,14444,70783,172,9456,172,22364,61327,14272,0.0076909318547665,55188,25507,154,930,21434,18,0.9579339723109692,0.9584153103201574,0.8953488372093024,0.1046511627906976,0.1420664206642066,0.9991609173969792
test_synth4,,2,,,0.9,1,10,0.0,1,22536,30485,142344,15670,93051,191,12318,191,22345,80733,15479,0.00854777355113,67608,30485,169,1223,21122,22,0.94475505857295,0.9452673976281049,0.8848167539267016,0.1151832460732984,0.1214080459770114,0.998959515701854
test_synth5,,2,,,0.9,1,10,0.0,1,22536,30440,142344,15753,82190,181,11907,181,22355,70283,15572,0.00809662267949,67588,30440,169,1259,21096,12,0.9436013489527868,0.9436815030194587,0.9337016574585636,0.0662983425414365,0.1183473389355742,0.9994314951677088
test_synth1,,2,,,0.9,1,10,0.4,1,22536,22032,142344,13377,54215,178,6975,178,22358,47240,13199,0.0079613561141425,46272,22032,158,849,21509,20,0.9614394746183884,0.9620270149387244,0.8876404494382022,0.1123595505617978,0.1569016881827209,0.9990710204839984
test_synth2,,2,,,0.9,1,10,0.4,1,22536,20604,142344,12961,52280,176,6442,176,22360,45838,12785,0.0078711985688729,43160,20604,150,792,21568,26,0.9637025204117856,0.9645796064400716,0.8522727272727273,0.1477272727272727,0.1592356687898089,0.9987959618412522
test_synth3,,2,,,0.9,1,10,0.4,1,22536,21241,142344,13193,52282,186,6603,184,22350,45679,13009,0.0083221476510067,44478,21241,168,783,21567,18,0.9644568690095848,0.96496644295302,0.9032258064516128,0.0967741935483871,0.1766561514195583,0.9991660875608062
test_synth4,,2,,,0.9,1,10,0.4,1,22536,21527,142344,13341,62002,170,7062,170,22366,54940,13171,0.007600822677278,45116,21527,157,883,21483,13,0.9602413915512956,0.9605204327997854,0.923529411764706,0.076470588235294,0.1509615384615384,0.9993952363230368
test_synth5,,2,,,0.9,1,10,0.4,1,22536,25388,142344,14489,62159,178,7692,177,22358,54467,14312,0.0079613561141425,54612,25388,163,1154,21204,15,0.9481274405395812,0.9483853654173005,0.9157303370786516,0.0842696629213483,0.1237661351556567,0.9992930863848438
test_synth1,,2,,,0.9,1,10,0.8,1,22536,13814,142344,10190,31192,183,2310,177,22353,28882,10013,0.0081868205609985,27502,13814,144,504,21849,39,0.9759052183173588,0.9774526909139712,0.7868852459016393,0.2131147540983606,0.2222222222222222,0.998218201754386
test_synth2,,2,,,0.9,1,10,0.8,1,22536,13722,142344,10209,31433,180,2332,175,22356,29101,10034,0.0080515297906602,27340,13722,135,513,21843,45,0.9752396166134184,0.9770531400966184,0.75,0.25,0.2083333333333333,0.9979440789473684
test_synth3,,2,,,0.9,1,10,0.8,1,22536,16311,142344,11481,38527,182,2814,173,22354,35713,11308,0.0081417196027556,32948,16311,141,636,21718,41,0.969959176428825,0.9715487161134472,0.7747252747252747,0.2252747252747252,0.1814671814671814,0.998115722229882
test_synth4,,2,,,0.9,1,10,0.8,1,22536,13979,142344,10313,32277,182,2498,176,22354,29779,10137,0.0081417196027556,27812,13979,144,492,21862,38,0.9764820731274404,0.9779905162387044,0.7912087912087912,0.2087912087912088,0.2264150943396226,0.9982648401826484
test_synth5,,2,,,0.9,1,10,0.8,1,22536,13761,142344,10159,31401,178,2239,170,22358,29162,9989,0.0079613561141425,27354,13761,140,502,21856,38,0.9760383386581468,0.9775471866893282,0.7865168539325843,0.2134831460674157,0.2180685358255451,0.9982643646661186
test_synth1,,2,,,0.9,1,10,0.9,1,22536,10931,142344,8675,23986,181,1154,169,22355,22832,8506,0.00809662267949,21620,10931,106,377,21978,75,0.9799432019879304,0.983135763811228,0.585635359116022,0.4143646408839779,0.2194616977225673,0.996599102162971
test_synth2,,2,,,0.9,1,10,0.9,1,22536,10421,142344,8474,23212,179,1128,157,22357,22084,8317,0.0080064409357248,20464,10421,98,385,21972,81,0.9793219737309194,0.9827794426801448,0.547486033519553,0.4525139664804469,0.2028985507246377,0.9963270303360088
test_synth3,,2,,,0.9,1,10,0.9,1,22536,12038,142344,9175,26490,177,1385,162,22359,25105,9013,0.0079162753253723,23812,12038,112,409,21950,65,0.9789669861554846,0.981707589784874,0.632768361581921,0.367231638418079,0.2149712092130518,0.997047467635703
test_synth4,,2,,,0.9,1,10,0.9,1,22536,11637,142344,9256,26143,180,1189,164,22356,24954,9092,0.0080515297906602,23104,11637,113,399,21957,67,0.9793219737309194,0.98215244229737,0.6277777777777778,0.3722222222222222,0.220703125,0.996957864148202
test_synth5,,2,,,0.9,1,10,0.9,1,22536,12963,142344,9683,29296,184,13033,176,22352,16263,9507,0.0082319255547602,25860,12963,115,442,21910,69,0.9773251686190984,0.9802254831782392,0.625,0.375,0.2064631956912028,0.9968606397015332
test_synth1,,2,,,0.9,1,10,1.0,1,22536,9710,142344,8123,21920,180,103,70,22356,21817,8053,0.0080515297906602,20238,9710,3,352,22004,177,0.97652644657437,0.9842547861871532,0.0166666666666666,0.9833333333333332,0.0084507042253521,0.9920201974663
test_synth2,,2,,,0.9,1,10,1.0,1,22536,8237,142344,7304,18574,177,98,69,22359,18476,7235,0.0079162753253723,17054,8237,0,290,22069,177,0.97927760028399,0.987029831387808,0.0,1.0,0.0,0.9920435134406186
test_synth3,,2,,,0.9,1,10,1.0,1,22536,9144,142344,7841,20531,188,104,73,22348,20427,7768,0.0084123858958296,18990,9144,1,344,22004,187,0.9764376996805112,0.9846071236799714,0.0053191489361702,0.9946808510638298,0.0028985507246376,0.9915731602902076
test_synth4,,2,,,0.9,1,10,1.0,1,22536,9775,142344,8137,21999,179,90,66,22357,21909,8071,0.0080064409357248,20384,9775,5,380,21977,174,0.975417110401136,0.9830030862817016,0.0279329608938547,0.9720670391061452,0.0129870129870129,0.9921448241614376
test_synth5,,2,,,0.9,1,10,1.0,1,22536,7199,142344,6470,16045,183,56,44,22353,15989,6426,0.0081868205609985,14852,7199,2,222,22131,181,0.982117500887469,0.9900684471882968,0.0109289617486338,0.989071038251366,0.0089285714285714,0.9918877733954824
test_synth1,,2,,,0.95,1,10,0.0,1,17034,21412,46989,12886,67394,137,3725,137,16897,63669,12749,0.0081079481564774,60516,21412,130,6804,10093,7,0.6001526359046613,0.5973249689293958,0.948905109489051,0.0510948905109489,0.0187481972887222,0.9993069306930692
test_synth2,,2,,,0.95,1,10,0.0,1,17034,21682,46989,13032,68523,140,4198,140,16894,64325,12892,0.0082869657866698,61000,21682,128,6843,10051,12,0.5975695667488552,0.5949449508701314,0.9142857142857144,0.0857142857142857,0.0183617845359345,0.998807512670178
test_synth3,,2,,,0.95,1,10,0.0,1,17034,23062,46989,13384,75955,125,4363,125,16909,71592,13259,0.0073925128629723,67242,23062,111,7474,9435,14,0.5604085945755548,0.5579868708971554,0.888,0.1119999999999999,0.0146341463414634,0.9985183617314002
test_synth4,,2,,,0.95,1,10,0.0,1,17034,22208,46989,13082,72904,131,3509,131,16903,69395,12951,0.0077501035319174,63380,22208,115,7199,9704,16,0.5764353645649877,0.5740992723185233,0.8778625954198473,0.1221374045801526,0.0157232704402515,0.9983539094650206
test_synth1,,2,,,0.95,1,10,1.0,1,17034,7766,46989,6675,18578,148,62,47,16886,18516,6628,0.0087646571124008,17174,7766,12,1791,15095,136,0.8868733121991311,0.8939358048087173,0.081081081081081,0.9189189189189187,0.0066555740432612,0.9910708423609744
test_synth2,,2,,,0.95,1,10,1.0,1,17034,7739,46989,6679,18418,129,75,52,16905,18343,6627,0.0076308784383318,17074,7739,19,1814,15091,110,0.8870494305506634,0.8926944690919846,0.1472868217054263,0.8527131782945736,0.0103655210038188,0.9927636339714492
test_synth3,,2,,,0.95,1,10,1.0,1,17034,7456,46989,6489,17904,128,65,38,16906,17839,6451,0.0075712764698923,16534,7456,10,1737,15169,118,0.8911001526359047,0.897255412279664,0.078125,0.921875,0.0057240984544934,0.9922810230915156
test_synth4,,2,,,0.95,1,10,1.0,1,17034,8193,46989,6908,19793,136,84,57,16898,19709,6851,0.0080482897384305,18328,8193,15,1942,14956,121,0.8788892802630034,0.8850751568232927,0.1102941176470588,0.8897058823529411,0.0076647930505876,0.99197453074219
test_synth1,,2,,,0.95,1,10,0.4,1,17034,15759,46989,10809,43746,133,2273,133,16901,41473,10676,0.0078693568427903,38922,15759,119,4313,12588,14,0.7459786309733474,0.7448079995266552,0.8947368421052632,0.1052631578947368,0.0268501805054151,0.9988890652277416
test_synth2,,2,,,0.95,1,10,0.4,1,17034,17280,46989,11361,49443,127,2263,127,16907,47180,11234,0.0075116815520198,44330,17280,113,4965,11942,14,0.7077022425736762,0.7063346542852074,0.889763779527559,0.1102362204724409,0.0222528554549035,0.9988290398126464
test_synth3,,2,,,0.95,1,10,0.4,1,17034,19470,46989,12140,58473,135,3060,135,16899,55413,12005,0.0079886383809692,52234,19470,114,5917,10982,21,0.65140307620054,0.649860938517072,0.8444444444444444,0.1555555555555555,0.0189023379207428,0.9980914296101064
test_synth4,,2,,,0.95,1,10,0.4,1,17034,18171,46989,11799,53334,141,2442,140,16893,50892,11659,0.0083466524595986,47510,18171,124,5469,11424,17,0.6779382411647293,0.6762564375776949,0.8794326241134752,0.1205673758865247,0.0221705703558018,0.99851411589896
test_synth1,,2,,,0.95,1,10,0.8,1,17034,11798,46989,8978,29813,134,769,125,16900,29044,8853,0.0079289940828402,27182,11798,95,2998,13902,39,0.8217095221322062,0.822603550295858,0.7089552238805971,0.2910447761194029,0.0307145166505011,0.9972024962341296
test_synth2,,2,,,0.95,1,10,0.8,1,17034,12558,46989,9414,33097,143,1021,132,16891,32076,9282,0.0084660470072819,29478,12558,99,3275,13616,44,0.8051543970881766,0.8061097625954651,0.6923076923076923,0.3076923076923077,0.0293420272673384,0.996778916544656
test_synth3,,2,,,0.95,1,10,0.8,1,17034,12534,46989,9344,32034,141,1074,137,16893,30960,9207,0.0083466524595986,29236,12534,110,3195,13698,31,0.8106140659856758,0.8108684070324986,0.7801418439716312,0.2198581560283687,0.0332829046898638,0.9977420059727584
test_synth4,,2,,,0.95,1,10,0.8,1,17034,11782,46989,8906,29536,137,751,124,16897,28785,8782,0.0081079481564774,27130,11782,102,3026,13871,35,0.8203005753199484,0.820914955317512,0.7445255474452555,0.2554744525547445,0.0326086956521739,0.99748310081979
test_synth1,,2,,,0.95,1,10,0.9,1,17034,10081,46989,8125,24984,137,423,116,16897,24561,8009,0.0081079481564774,22868,10081,77,2478,14419,60,0.8510038746037337,0.8533467479434219,0.5620437956204379,0.437956204379562,0.0301369863013698,0.9958560674079702
test_synth2,,2,,,0.95,1,10,0.9,1,17034,9526,46989,7815,23192,136,497,115,16898,22695,7700,0.0080482897384305,21250,9526,81,2304,14594,55,0.86151226957849,0.863652503254823,0.5955882352941176,0.4044117647058823,0.0339622641509433,0.9962454775069972
test_synth3,,2,,,0.95,1,10,0.9,1,17034,9425,46989,7699,22643,132,455,114,16902,22188,7585,0.0078097266595669,20878,9425,72,2270,14632,60,0.8632147469766349,0.8656963672938114,0.5454545454545454,0.4545454545454546,0.0307429547395388,0.9959161448407295
test_synth4,,2,,,0.95,1,10,0.9,1,17034,9734,46989,7846,23674,135,535,121,16899,23139,7725,0.0079886383809692,21730,9734,88,2256,14643,47,0.864799812140425,0.8665009763891355,0.6518518518518519,0.3481481481481481,0.0375426621160409,0.9968005445881551
test_synth1,,1,,,0.0,1,10,0.0,1,24629,39984,483101,17286,103988,198,38493,198,24431,65495,17088,0.00810445745159838,76216,39984,188,54,24377,10,0.9974014373299769,0.9977896934222914,0.9494949494949495,0.0505050505050505,0.7768595041322314,0.9995899454627466
test_synth1,,1,,,0.0,1,10,0.2,1,24629,29257,483101,14998,73428,197,26777,197,24432,46651,14801,0.008063195808775377,53036,29257,186,44,24388,11,0.9977668602054489,0.9981990831696136,0.9441624365482234,0.055837563451776595,0.808695652173913,0.9995491618508955
test_synth1,,1,,,0.0,1,10,0.4,1,24629,22995,483101,13184,74840,195,20498,195,24434,54342,12989,0.007980682655316363,39870,22995,183,38,24396,12,0.9979698729140444,0.9984447900466563,0.9384615384615385,0.06153846153846154,0.8280542986425339,0.9995083579154376
test_synth1,,1,,,0.0,1,10,0.6,1,24629,17390,483101,10771,39098,197,14544,197,24432,24554,10574,0.008063195808775377,28664,17390,179,32,24400,18,0.9979698729140444,0.9986902423051736,0.9086294416243654,0.09137055837563457,0.8483412322274881,0.999262838889344
test_synth1,,1,,,0.0,1,10,0.8,1,24629,11909,483101,8224,36043,198,9184,198,24431,26859,8026,0.00810445745159838,18004,11909,157,42,24389,41,0.9966299890373137,0.9982808726617821,0.7929292929292929,0.20707070707070707,0.7889447236180904,0.9983217355710192
test_synth1,,1,,,0.0,1,10,0.9,1,24629,6134,483101,5260,16144,200,4800,190,24429,11344,5070,0.008186990871505179,9522,6134,50,19,24410,150,0.9931381704494702,0.999222235867207,0.25,0.75,0.7246376811594203,0.9938925081433225
test_synth1,,1,,,0.0,1,10,0.95,1,24629,6134,483101,5260,16144,200,4800,190,24429,11344,5070,0.008186990871505179,9522,6134,50,19,24410,150,0.9931381704494702,0.999222235867207,0.25,0.75,0.7246376811594203,0.9938925081433225
